Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	adjusted_probs
1059	4	 event	118	False	distilbert/distilgpt2	0.03722520545125	4.7475762367248535	4	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	12288	[-0.08873491]
1060	5	 for	118	False	distilbert/distilgpt2	0.1323098987340927	2.918006896972656	5	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	1097120	[-0.06710867]
1061	6	 her	118	False	distilbert/distilgpt2	0.0217458773404359	5.523114204406738	6	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	267907	[-0.12152326]
1062	7	 best	118	False	distilbert/distilgpt2	0.0001086103584384	13.168550491333008	7	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	71431	[-0.12985632]
1063	8	 friend.	118	False	distilbert/distilgpt2	0.5040505789220333	1.6697176694869995	8	59	party_meaning2_syn2	unexpected	She hosted a surprise event for her best friend.	4	20042	[0.37756541]
1064	0	The	119	False	distilbert/distilgpt2	1.0	0.0	0	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	6500900	[0.43466915]
1065	1	 party	119	False	distilbert/distilgpt2	1.2791380868293343e-05	16.25446891784668	1	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	23048	[-0.12667593]
1066	2	 lasted	119	False	distilbert/distilgpt2	2.6090930987265892e-05	15.226091384887695	2	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	1677	[-0.12521551]
1067	3	 late	119	False	distilbert/distilgpt2	5.598929783445783e-05	14.124488830566406	3	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	26236	[-0.1268486]
1068	4	 into	119	False	distilbert/distilgpt2	0.042888231575489	4.543274402618408	4	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	216570	[-0.09690466]
1069	5	 the	119	False	distilbert/distilgpt2	0.6721123456954956	0.5732255578041077	5	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	6500900	[0.1067815]
1070	6	 night	119	False	distilbert/distilgpt2	0.4444476366043091	1.169914484024048	6	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	38428	[0.31671748]
1071	7	 with	119	False	distilbert/distilgpt2	0.0404660664498806	4.627143383026123	7	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	881608	[-0.1443593]
1072	8	 music	119	False	distilbert/distilgpt2	0.0001273900270462	12.938459396362305	8	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	23335	[-0.12658076]
1073	9	 and	119	False	distilbert/distilgpt2	0.0793863385915756	3.654965400695801	9	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	3155093	[-0.25938609]
1074	10	 dancing.	119	False	distilbert/distilgpt2	0.140064826235175	3.347707748413086	10	60	party_meaning2_syn2	expected	The party lasted late into the night with music and dancing.	1	2866	[0.01474271]
1075	0	The	120	False	distilbert/distilgpt2	1.0	0.0	0	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	6500900	[0.43466915]
1076	1	 event	120	False	distilbert/distilgpt2	6.594795195269398e-06	17.210241317749023	1	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	12288	[-0.12595352]
1077	2	 lasted	120	False	distilbert/distilgpt2	0.0007145664421841	10.450644493103027	2	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	1677	[-0.12452703]
1078	3	 late	120	False	distilbert/distilgpt2	3.2907566492212936e-05	14.891221046447754	3	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	26236	[-0.12687168]
1079	4	 into	120	False	distilbert/distilgpt2	0.0311429370194673	5.004951000213623	4	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	216570	[-0.10864996]
1080	5	 the	120	False	distilbert/distilgpt2	0.8081297874450684	0.307341068983078	5	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	6500900	[0.24279894]
1081	6	 night	120	False	distilbert/distilgpt2	0.3529227375984192	1.5025756359100342	6	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	38428	[0.22519258]
1082	7	 with	120	False	distilbert/distilgpt2	0.0358755327761173	4.80085563659668	7	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	881608	[-0.14894983]
1083	8	 music	120	False	distilbert/distilgpt2	0.0010583413532003	9.883978843688965	8	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	23335	[-0.12564981]
1084	9	 and	120	False	distilbert/distilgpt2	0.0675361305475235	3.888196468353271	9	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	3155093	[-0.2712363]
1085	10	 dancing.	120	False	distilbert/distilgpt2	0.1355487769469618	3.6144886016845703	10	60	party_meaning2_syn2	unexpected	The event lasted late into the night with music and dancing.	1	2866	[0.01022667]
1086	0	We	121	False	distilbert/distilgpt2	1.0	0.0	0	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	413572	[0.84686729]
1087	1	 decorated	121	False	distilbert/distilgpt2	3.5881104309964946e-08	24.732200622558594	1	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	1687	[-0.12524224]
1088	2	 the	121	False	distilbert/distilgpt2	0.2024306207895279	2.3045003414154053	2	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	6500900	[-0.36290023]
1089	3	 house	121	False	distilbert/distilgpt2	0.0058857696130871	7.408553123474121	3	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	55716	[-0.12301503]
1090	4	 for	121	False	distilbert/distilgpt2	0.0330881290137767	4.917542457580566	4	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	1097120	[-0.16633044]
1091	5	 the	121	False	distilbert/distilgpt2	0.2246058285236358	2.154532670974731	5	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	6500900	[-0.34072502]
1092	6	 birthday	121	False	distilbert/distilgpt2	0.0010222566779702	9.934026718139648	6	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	3918	[-0.12437109]
1093	7	 party.	121	False	distilbert/distilgpt2	0.0737922950647771	4.492371320724487	7	61	party_meaning2_syn2	expected	We decorated the house for the birthday party.	7	23048	[-0.05289642]
1094	0	We	122	False	distilbert/distilgpt2	1.0	0.0	0	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	413572	[0.84686729]
1095	1	 decorated	122	False	distilbert/distilgpt2	3.5881104309964946e-08	24.732200622558594	1	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	1687	[-0.12524224]
1096	2	 the	122	False	distilbert/distilgpt2	0.2024306207895279	2.3045003414154053	2	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	6500900	[-0.36290023]
1097	3	 house	122	False	distilbert/distilgpt2	0.0058857696130871	7.408553123474121	3	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	55716	[-0.12301503]
1098	4	 for	122	False	distilbert/distilgpt2	0.0330881290137767	4.917542457580566	4	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	1097120	[-0.16633044]
1099	5	 the	122	False	distilbert/distilgpt2	0.2246058285236358	2.154532670974731	5	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	6500900	[-0.34072502]
1100	6	 birthday	122	False	distilbert/distilgpt2	0.0010222566779702	9.934026718139648	6	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	3918	[-0.12437109]
1101	7	 event	122	False	distilbert/distilgpt2	0.0010932761942967	9.837125778198242	7	61	party_meaning2_syn2	unexpected	We decorated the house for the birthday event	7	12288	[-0.12486684]
1102	0	Everyone	123	False	distilbert/distilgpt2	1.0	0.0	0	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	23488	[0.87328149]
1103	1	 dressed	123	False	distilbert/distilgpt2	1.1751515671676317e-07	23.020648956298828	1	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	3782	[-0.12538402]
1104	2	 up	123	False	distilbert/distilgpt2	0.4314762055873871	1.2126469612121582	2	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	263725	[0.28849025]
1105	3	 for	123	False	distilbert/distilgpt2	0.0981594771146774	3.3487284183502197	3	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	1097120	[-0.1012591]
1106	4	 the	123	False	distilbert/distilgpt2	0.2129210531711578	2.231609344482422	4	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	6500900	[-0.3524098]
1107	5	 holiday	123	False	distilbert/distilgpt2	0.0015684873796999	9.316410064697266	5	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	5158	[-0.12390882]
1108	6	 party.	123	False	distilbert/distilgpt2	0.0859006270766257	3.8346184492111206	6	62	party_meaning2_syn2	expected	Everyone dressed up for the holiday party.	6	23048	[-0.04078809]
1109	0	Everyone	124	False	distilbert/distilgpt2	1.0	0.0	0	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	23488	[0.87328149]
1110	1	 dressed	124	False	distilbert/distilgpt2	1.1751527040360089e-07	23.020648956298828	1	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	3782	[-0.12538402]
1111	2	 up	124	False	distilbert/distilgpt2	0.4314765632152557	1.2126457691192627	2	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	263725	[0.28849061]
1112	3	 for	124	False	distilbert/distilgpt2	0.0981596857309341	3.3487253189086914	3	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	1097120	[-0.10125889]
1113	4	 the	124	False	distilbert/distilgpt2	0.2129212021827697	2.2316083908081055	4	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	6500900	[-0.35240965]
1114	5	 holiday	124	False	distilbert/distilgpt2	0.001568479812704	9.31641674041748	5	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	5158	[-0.12390883]
1115	6	 event	124	False	distilbert/distilgpt2	0.0030640875920653	8.350326538085938	6	62	party_meaning2_syn2	unexpected	Everyone dressed up for the holiday event	6	12288	[-0.12289603]
1116	0	That	125	False	distilbert/distilgpt2	1.0	0.0	0	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	1342576	[0.78396059]
1117	1	 was	125	False	distilbert/distilgpt2	0.0012031499063596	9.698967933654783	1	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	680189	[-0.1699833]
1118	2	 such	125	False	distilbert/distilgpt2	0.0022501735948026	8.795747756958008	2	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	108198	[-0.1302044]
1119	3	 a	125	False	distilbert/distilgpt2	0.7756146788597107	0.3665879368782043	3	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	2959949	[0.45005626]
1120	4	 sweet	125	False	distilbert/distilgpt2	0.0023187915794551	8.752410888671875	4	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	10054	[-0.12349005]
1121	5	 thing	125	False	distilbert/distilgpt2	0.0274479817599058	5.1871562004089355	5	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	40951	[-0.10045302]
1122	6	 to	125	False	distilbert/distilgpt2	0.3250768482685089	1.6211471557617188	6	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	3042375	[-0.00606298]
1123	7	 say	125	False	distilbert/distilgpt2	0.0310372859239578	5.009853363037109	7	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	68669	[-0.09874062]
1124	8	 to	125	False	distilbert/distilgpt2	0.1194625720381736	3.065369129180908	8	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	3042375	[-0.21167726]
1125	9	 your	125	False	distilbert/distilgpt2	0.0068324976600706	7.193371295928955	9	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	325653	[-0.14034686]
1126	10	 friend.	125	False	distilbert/distilgpt2	0.1198376948013901	3.665578365325928	10	63	sweet_meaning1_syn1	expected	That was such a sweet thing to say to your friend.	4	20042	[-0.00664747]
1127	0	That	126	False	distilbert/distilgpt2	1.0	0.0	0	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	1342576	[0.78396059]
1128	1	 was	126	False	distilbert/distilgpt2	0.0012031499063596	9.698967933654783	1	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	680189	[-0.1699833]
1129	2	 such	126	False	distilbert/distilgpt2	0.0022501735948026	8.795747756958008	2	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	108198	[-0.1302044]
1130	3	 a	126	False	distilbert/distilgpt2	0.7756146788597107	0.3665879368782043	3	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	2959949	[0.45005626]
1131	4	 loving	126	False	distilbert/distilgpt2	0.0001067495250026	13.193482398986816	4	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	2715	[-0.12520514]
1132	5	 thing	126	False	distilbert/distilgpt2	0.0579764544963836	4.108388900756836	5	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	40951	[-0.06992455]
1133	6	 to	126	False	distilbert/distilgpt2	0.41616952419281	1.264756679534912	6	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	3042375	[0.0850297]
1134	7	 say	126	False	distilbert/distilgpt2	0.0121864601969718	6.358576774597168	7	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	68669	[-0.11759144]
1135	8	 to	126	False	distilbert/distilgpt2	0.193509966135025	2.3695199489593506	8	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	3042375	[-0.13762986]
1136	9	 your	126	False	distilbert/distilgpt2	0.0080674160271883	6.953677654266357	9	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	325653	[-0.13911194]
1137	10	 friend.	126	False	distilbert/distilgpt2	0.1205236054956912	3.704920172691345	10	63	sweet_meaning1_syn1	unexpected	That was such a loving thing to say to your friend.	4	20042	[-0.00596156]
1138	0	He	127	False	distilbert/distilgpt2	1.0	0.0	0	64	sweet_meaning1_syn1	expected	He gave her a sweet smile when she walked in.	4	622141	[0.83274422]
1139	1	 gave	127	False	distilbert/distilgpt2	5.339069502952043e-06	17.51498031616211	1	64	sweet_meaning1_syn1	expected	He gave her a sweet smile when she walked in.	4	19334	[-0.12643189]
1140	2	 her	127	False	distilbert/distilgpt2	0.0324980914592742	4.943500995635986	2	64	sweet_meaning1_syn1	expected	He gave her a sweet smile when she walked in.	4	267907	[-0.11077104]
1141	3	 a	127	False	distilbert/distilgpt2	0.3375958800315857	1.566630721092224	3	64	sweet_meaning1_syn1	expected	He gave her a sweet smile when she walked in.	4	2959949	[0.01203746]
1142	4	 sweet	127	False	distilbert/distilgpt2	0.0009916336275637	9.9779052734375	4	64	sweet_meaning1_syn1	expected	He gave her a sweet smile when she walked in.	4	10054	[-0.12481721]
